asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
1216,PRINTER THERMAL,ZEBRA,ZD421,D6J222613106,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01212
1217,PRINTER THERMAL,ZEBRA,ZD421,D6J222613551,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01213
1218,PRINTER THERMAL,ZEBRA,ZD421,D6J222613721,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01214
1219,PRINTER THERMAL,ZEBRA,ZD421,D6J222700853,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01215
1220,PRINTER THERMAL,ZEBRA,ZD421,D6J222613702,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01216
1221,PRINTER THERMAL,ZEBRA,ZD421,D6J222613748,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01217
408,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553274,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00404
1223,SCANNERS,CANON,DR-C230,JA491913,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01219
409,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553288,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00405
410,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555162,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00406
411,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553231,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00407
412,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553719,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00408
1228,BARCODE SCANNERS,ZEBRA,DS2208,S21085010554436,ตึกผู้ป่วยนอก (OPD),5,งานป้องกันและควบคุมการติดเชื้อ (IC),,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01224
1229,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553207,ตึกผู้ป่วยนอก (OPD),5,OPD หู คอ จมูก,,โสต ศอ นาสิก (ENT),Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01225
1230,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551682,ตึกผู้ป่วยนอก (OPD),5,OPD หู คอ จมูก,,โสต ศอ นาสิก (ENT),Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01226
1231,BARCODE SCANNERS,ZEBRA,DS2208,S22149010553960,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01227
1232,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553501,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01228
1233,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553990,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01229
1234,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553991,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01230
1235,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553992,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01231
1236,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553995,ตึกผู้ป่วยนอก (OPD),5,ประกันสุขภาพ (Wellness),,ส่งเสริมสุขภาพและตรวจสุขภาพ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01232
1237,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555166,ตึกผู้ป่วยนอก (OPD),5,OPD หู คอ จมูก,,โสต ศอ นาสิก (ENT),Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01233
1238,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551694,ตึกผู้ป่วยนอก (OPD),5,OPD หู คอ จมูก,,โสต ศอ นาสิก (ENT),Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01234
1239,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551673,ตึกผู้ป่วยนอก (OPD),5,OPD หู คอ จมูก,,โสต ศอ นาสิก (ENT),Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01235
1240,PRINTER INKJET AIO,EPSON,L5290,X8H2029049,ตึกผู้ป่วยนอก (OPD),4,การเงิน,,การเงิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01236
1241,PRINTER INKJET AIO,EPSON,L5290,X8H2029436,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01237
413,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553494,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00409
1243,PRINTER INKJET AIO,EPSON,L5290,X8H2027142,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01239
414,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552190,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00410
1245,PRINTER INKJET AIO,EPSON,L5290,X8H2029595,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01241
1246,PRINTER INKJET AIO,EPSON,L5290,X8H2027114,ตึกหลวงตาบัว,4,หอผู้ป่วยอายุรกรรมชาย,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01242
1247,PRINTER INKJET AIO,EPSON,L5290,X8H2029236,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01243
1248,PRINTER INKJET AIO,EPSON,L5290,X8H2029145,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01244
1249,PRINTER INKJET AIO,EPSON,L5290,X8H2027562,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01245
1250,PRINTER INKJET AIO,EPSON,L5290,X8H2029124,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัสดุ,,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01246
1251,PRINTER INKJET AIO,EPSON,L5290,X8H2029061,ตึกเชี่ยวชาญ,7,CCU,,อายุรกรรมหัวใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01247
1252,PRINTER INKJET AIO,EPSON,L5290,X8H2029171,ตึกผู้ป่วยนอกเดิม,2,ศูนย์คอมพิวเตอร์,,,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-06-03 18:52:00,nikorn2527@gmail.com,,,2026-06-04,,,COMPANY,,TRUE,TOTAL,UDH-01248
1253,PRINTER INKJET AIO,EPSON,L5290,X8H2029439,ตึกผู้ป่วยนอก (OPD),5,งานป้องกันและควบคุมการติดเชื้อ (IC),,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01249
1254,PRINTER INKJET,EPSON,M3170,X5TT006171,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัฒนาทรัพยากรบุคคล (พรส),,บริหาร/ยุทธศาสตร์,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01250
1255,PRINTER INKJET,EPSON,M3170,X5TT021628,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัฒนาทรัพยากรบุคคล (พรส),,บริหาร/ยุทธศาสตร์,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-07-03 09:13:54,nikorn2527@gmail.com,,,,2026-07-03,,COMPANY,,TRUE,TOTAL,UDH-01251
1256,PRINTER INKJET AIO,EPSON,L5290,X8H2029106,ตึกผู้ป่วยนอก (OPD),5,กลุ่มงานพัฒนาทรัพยากรบุคคล (พรส),,บริหาร/ยุทธศาสตร์,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01252
